,tweet,class,clean_tweet,target
14018,RT @2Necklaceez: I'm in this bitch yaaa I do my thanggg &#128079;,1,bitch yaaa thanggg 128079,Offensive
14019,"RT @33mLENY: bae: lemme see your phone if you dont have hella hoes 

me: one sec http://t.co/MztLPgx4ur",1,bae lemme see phone dont hella hoe one sec,Offensive
14020,RT @3High_Tae: Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http://t.co/8vG3MAtceU,1,tae bruh bitch booty flat muscular 128128 128128 128128,Offensive
14021,RT @3Much4TheseHoez: RT @iDntWearCondoms: If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low,1,dm announce timeline bitch tryna fuck low,Offensive
14022,RT @3_Much_: If u a messy bitch hell nawl i cant rock w. You,1,much messy bitch hell nawl cant rock w,Offensive
14023,RT @3amado_carrillo: Just checked my watch n that bitch said sometimes,1,carrillo checked watch n bitch said sometimes,Offensive
14024,RT @3amado_carrillo: Rick James bitch,1,carrillo rick james bitch,Offensive
14025,RT @40oz_VAN: Don't be that frontin' ass bitch.,1,van frontin as bitch,Offensive
14026,RT @4200Savage: Mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang,1,mama told look rich act poor n neva trip ona bitch dat ursgang,Offensive
14027,RT @4200Savage: Since a yungin bitch I been nat nigga,1,since yungin bitch nat nigga,Offensive
14028,RT @44BINKO: &#8220;@Say_Lil_Zack: I love female cops&#128525;&#8221; they b sum hoes too fuck da jakes &#128110;&#128165;&#128299;,1,8220 lil zack love female cop 128525 8221 b sum hoe fuck da jakes 128110 128165 128299,Offensive
14029,RT @44BINKO: @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed,1,128514 128514 128514 knwin heard dat hoe changed,Offensive
14030,RT @44BINKO: @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;,1,128514 128514 128514 128514 128514 hoe 128557 128557 128557 128557,Offensive
14031,RT @44BINKO: @VoiceOfDStreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;,1,spazzed dude hoe line 128514 128514 128514,Offensive
14032,RT @4550Empire: @QuintinMvP @_200_Soetan yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;,1,200 soetan yea know lil bitch stalking twitter nigga 128565 128514 128514,Offensive
14033,RT @490xl: why get attached to people when you can jump in a trash can and feel the same way,2,get attached people jump trash feel way,Neither
14034,RT @49ant: down ass bitch RT @NewsBreaker: Aaron Hernandez's girlfriend lied to grand jury 29 times http://t.co/k6x3dUKhtf,1,as bitch aaron hernandez girlfriend lied grand jury 29 time,Offensive
14035,RT @49ant: if she lives at home she's a little less likely to cheat on you and be a ho,1,life home little le likely cheat ho,Offensive
14036,RT @49ant: you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,1,aint getting hoe come back room staying circus circus bruh,Offensive
14037,"RT @49ers: Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 

DRAFT TRACKER: http://t.co/AEueKmhkQX http://t.c&#8230;",2,oregon state wr popular 49ers pick recent mock draft draft tracker,Neither
14038,RT @510988: Ugliest bitches I've ever seen &#128514; https://t.co/JLeYDCegf0,1,ugliest bitch ever seen 128514,Offensive
14039,RT @516Jake: Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http://t.co/hJe7v4aWdw,2,hungover feeling yyyyyeelllloooowwwwww dbh yellow,Neither
14040,"RT @5200LorA: im pregnant ass bitches , matter fact ima slip down the steps ass bitches",1,im pregnant as bitch matter fact ima slip step as bitch,Offensive
14041,RT @5SOS: It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;,2,best thing ever driving past crowd people show seeing bandanna coloured hair 5sos shirt made 8230,Neither
14042,RT @602StrangeAngel: Your Swags off fag sauce,0,swag fag sauce,Hate
14043,RT @666joselopez: @Victorasap_ your voice mail little bitch ass nigga http://t.co/n9dMDtvWts,1,voice mail little bitch as nigga,Offensive
14044,"RT @6OLDAR: ""@lovelyweird0: I need their workout plan &#128525;&#128553; http://t.co/XMnIm9YIVN"" third bitch had a fucking miracle",1,need workout plan 128525 128553 third bitch fucking miracle,Offensive
14045,"RT @6THGRADER: It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller",1,matter make spin bottle invite hottest bitch play ladykiller,Offensive
14046,RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;,1,lol new kid school think take tetherball bout show get playground pussy baller 8230,Offensive
14047,RT @6THGRADER: Mom brought me McDonald's for lunch. I had all the bitches on me.,1,mom brought mcdonald lunch bitch,Offensive
14048,RT @6THGRADER: Today seems like as good a day as ever to bang some bitches and go for ice cream.,1,today seems like good day ever bang bitch go ice cream,Offensive
14049,RT @718queens: I rather my girl be clingy than a hoe,1,rather girl clingy hoe,Offensive
14050,RT @77StephanieG77: A portable septic tank. For allllll those pesky feelings.,2,portable septic tank allllll pesky feeling,Neither
14051,RT @919Prince: If we're together &#128143;&#128145; and you don't like that bitch &#128129;&#128587; I don't like that bitch either &#128078;&#128076; http://t.co/2F2rERRGsM,1,together 128143 128145 like bitch 128129 128587 like bitch either 128078 128076,Offensive
14052,RT @9_3TilInfinity: If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;,1,3tilinfinity wanted ex back believe fucking go get as 128514 bout dig trash 128520 128686,Offensive
14053,"RT @9acino_: ""My hoes are your hoes...but my wife is all mine"" #wisebrethrenwords",1,hoe hoe wife mine wisebrethrenwords,Offensive
14054,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,0,least say im crazy nigga gotta find bitch wild shooting as 128514,Hate
14055,"RT @A1rWick: Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch.",1,care look better blue ivy north whatever celeb baby read kid book simple bitch,Offensive
14056,RT @A2daO: When dykes surround you https://t.co/yWegZs78Om,1,dyke surround,Offensive
14057,RT @ABCbirds1: #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http://t.co/shwQYb76pw http://&#8230;,2,colorado lawmaker consider nation 8217 1st wind energy legislation protect bird bat,Neither
14058,RT @ABCbirds1: #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http://t&#8230;,2,neonics deadly bird like american kestrel bee ask take shelf ecowed,Neither
14059,"RT @ACMobbDeep: @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies",1,high flyer crr militia boner squad ball sack weiner fc anal brownie,Offensive
14060,RT @AC_Hussle: Bron pregame speeches be so trash though lmao,2,hussle bron pregame speech trash though lmao,Neither
14061,RT @AC_Hussle: Niggas love cuffing hoes then acting surprised when they turn out to be hoes.,1,hussle nigga love cuffing hoe acting surprised turn hoe,Offensive
14062,RT @AC_Hussle: Real RT @iHitModelsRaw: All jokes aside the hoes I know some of the coolest women I've ever met,1,hussle real joke aside hoe know coolest woman ever met,Offensive
14063,RT @AC_Hussle: When yall having a good day &amp; she brings up a bitch from Twitter http://t.co/LQVLDxOwsH,1,hussle yall good day brings bitch twitter,Offensive
14064,"RT @AChosenWord: Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&#8230;",2,rain shower weepy fog soft light cool touch wild wind carry music bird cease soar feel 8230,Neither
14065,RT @AFBoycie: @BrockLesnar ill fight you ! Ya big daft cunt .,1,ill fight ya big daft cunt,Offensive
14066,RT @AG2Pearl: Black Americans Are Worse Off Under BHO http://t.co/k4IwEugNyx Well researched article...bound to elicit cries of Uncle Tom &#8230;,2,black american worse bho well researched article bound elicit cry uncle tom 8230,Neither
14067,"RT @AGRIcouture: Wow RT @RingkledSuccess: Lmao RT ""@badgalcash: bet not ever come to my house again dirty bitch http://t.co/Qv1rUzGsfJ""",1,wow lmao bet ever come house dirty bitch,Offensive
14068,"RT @AH_Michael: 12 lava cakes, bitches. #RTExtraLife",1,michael 12 lava cake bitch rtextralife,Offensive
14069,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion",2,127482 127480 fec may yank 1st amendment guard drudge rest internet wiunion,Neither
14070,"RT @AIanHangover: ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby.",2,bae mean anyone else thinking ghetto word babe baby,Neither
14071,"RT @AIanHangover: ""what are you 15?""

yeah on a scale of one to ten, bitch",1,15 yeah scale one ten bitch,Offensive
14072,"RT @AIanHangover: Be smart because you won't be pretty forever, bitch.",1,smabecause pretty forever bitch,Offensive
14073,RT @AIanHangover: I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.,1,could never date someone goofy nobody tryna date bland boring as bitch,Offensive
14074,"RT @AIanHangover: If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",1,ever offended im sorry sensitive lil bitch,Offensive
14075,RT @AIanHangover: Karma is only a bitch to bitches.,1,karma bitch bitch,Offensive
14076,RT @AIanHangover: No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.&#8230;,1,girl suck dick somehow dude get head dude fuck bad bitch yet ugly girl getting pregnant 8230,Offensive
14077,RT @AIanHangover: let's play a game called stop being a lil bitch,1,let play game called stop lil bitch,Offensive
14078,RT @AIlThese: All these clocks and we still don't have time for these hoes http://t.co/oZm4cQe5Me,1,clock still time hoe,Offensive
14079,"RT @AJCOLEMANBABY: niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",1,nigga pressed pussy aint nothin instead worryin bitch fuckin dont go get munnaaaa,Offensive
14080,RT @ALMartinez32: &#8220;@100granHman: @IamMrEchols @ALMartinez32 &#128555;&#128555;&#8221;finding herself in the hoe section,1,8220 128555 128555 8221 finding hoe section,Offensive
14081,RT @AMGLLCCEO: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU,1,social network got bitch head like 128553,Offensive
14082,RT @AMGLLCCEO: When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http://t.co/YZs9DQVqDV,1,die bad bitch walk yo funeral 128526 128526 128514 128514 128514 128514,Offensive
14083,RT @AP: Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: http://t.co/GDLcpWDNoo,2,lifelong yankee fan put aside rooting interest return lost red sox world series ring rightful owner,Neither
14084,RT @APTheCreated: @bellabelcastro is the realest bitch I know. Lol,1,realest bitch know lol,Offensive
14085,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,2,noticias 218 ltimahora el republicano charlie baker elegido gobernador de massachusetts election2014 apracecall,Neither
14086,RT @ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/J8B2JaaDxK,1,female think dating pussy cute,Offensive
14087,RT @ASAPYams: bitches out here not lovin they self enuff for the both of us juheard,1,bitch lovin self enuff u juheard,Offensive
14088,RT @ASAPYams: fresh razor blades in my goth bitch stocking,1,fresh razor blade goth bitch stocking,Offensive
14089,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !",0,ford hate nigga ask hoe nigga idfk,Hate
14090,RT @ASillyPsycho: Don't be a bitch to me. I'll be a bigger one and I'll win.,1,bitch bigger one win,Offensive
14091,RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair,1,princess real bitch know gotta pluck dat nipple hair,Offensive
14092,"RT @ATLienZ404: ""Why did you give birth to me you bitch"" http://t.co/nMoXKm4pwX",1,give birth bitch,Offensive
14093,RT @ATypicalFemaIe: when a bitch gets smart and I look too cute to be ratchet http://t.co/OoTtkUxKRA,1,bitch get smaand look cute ratchet,Offensive
14094,RT @AYEVERB: On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...,1,twitter ho jus take pic as somebody smh,Offensive
14095,"RT @AYYSIAN: Life's a bitch, because if it was a slut, it would be easy.",1,life bitch slut would easy,Offensive
14096,RT @AZEALIABANKS: Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!,1,lady full moon mean pussy power full effect yall better get dick tonnnnniiiiiiggggghhht,Offensive
14097,"RT @A_Brown_30: People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people.",1,brown 30 people retarded thinking eat clean food day lose weight calorie calorie people,Offensive
14098,"RT @A_Mitchellll13: ""@10Longdong: Uni suuuucks!! Lolol"" you suck bitch",1,mitchellll13 uni suuuucks lolol suck bitch,Offensive
14099,RT @A_Mitchellll13: My bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch,1,mitchellll13 bestfriend got jumped like 6 7 dude n ur upset pay fine gtfo bitch,Offensive
14100,"RT @A_YoungPrince: Some pussy be so wet &#128166;&#128167;&#128166;&#128167;you gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade""",1,youngprince pussy wet 128166 128167 128166 128167 gotta think thing cum fast like damn really failed 6th grade,Offensive
14101,RT @A_single_bear: How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&#8230;,2,single bear would look feather instead fur would able eat bird feeder without getting judging gla 8230,Neither
14102,RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,2,single bear accidentally ate firefly last night chewing leaf found shameful yellow glow mouth wa 8230,Neither
14103,RT @AaronTheGoat: This bitch can't be serious... http://t.co/dVZegKeBGv,1,bitch serious,Offensive
14104,RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;,1,fuck joo must broke nigga heastealin bitch huwith 128514 128514 128079,Offensive
14105,RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,2,grateful profound hospitality volunteer open home patient traveling long distance abo,Neither
14106,RT @ActuallyAmDolan: wen u look liek trash n sum1 complimentz u http://t.co/5AgYHBTFXh,2,wen look liek trash n sum1 complimentz,Neither
14107,RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;,1,bro forreal beef someone handle damn self lil bitch bring people 8230,Offensive
14108,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",2,julia robert seem completely shocked nominated hey julia gown jig emm 8230,Neither
14109,RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY,2,great job yankee giving brian cashman new contract hater wrong cc,Neither
14110,RT @AdamSchein: I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. @SNYtv,2,think flat wrong blame brian cashman 2014 yankee,Neither
14111,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",2,working theory selective race abortion ban passed florida today excuse redneck rep say,Neither
14112,RT @Adddisonn: Smoke good weed with a bad bitch,1,smoke good weed bad bitch,Offensive
14113,RT @Adogg_34: @viva_based stealing a car and fuckin yo bitch,1,34 based stealing car fuckin yo bitch,Offensive
14114,RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,1,ugly bitch tell text,Offensive
14115,"RT @Adolfhibsta: First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him",1,first hoe sex man feeling,Offensive
14116,RT @Adolfhibsta: Ratchet ass bitch RT &#8220;@TMZ: Nicki Minaj SMASHES UP her boyfriend's Benz http://t.co/BXqD30Z6Nb http://t.co/gBgjiuIreF&#8221;,1,ratchet as bitch 8220 nicki minaj smash boyfriend benz,Offensive
14117,RT @AdoreBellaaa: Never trippin on no hoes,1,never trippin hoe,Offensive
14118,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !",1,kudabrazyy hella bored laundry like bitch 128514 128514 128514 sincerely hate soul,Offensive
14119,RT @Adrian1_knowsu: @0124jessi haha lml wrd no nah de pussy shit lol &#128514;&#128514;,1,knowsu haha lml wrd nah de pussy shit lol 128514 128514,Offensive
14120,RT @Adrian1_knowsu: @0124jessi lml se pasa de shunsha &#128536;&#128536;and no mi joda w ur bitch waaa &#128514;&#128514;,1,knowsu lml se pasa de shunsha 128536 128536 mi joda w ur bitch waaa 128514 128514,Offensive
14121,"RT @AdviceToWriters: A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

#poetry #writing",2,bird sing answer sings song maya angelou poetry writing,Neither
14122,RT @Advil: remember when people boo&#8217;d One Direction and Gaga was having none of it. i love that bitch.,1,remember people boo 8217 one direction gaga none love bitch,Offensive
14123,"RT @Ahki117: &#128514;&#128514;&#128514; RT @K1ngMello: Lmfao ""@Ravie_loso: How side bitches be when you scoop them up in the daytime! http://t.co/W8sH2AlViA",1,128514 128514 128514 lmfao loso side bitch scoop daytime,Offensive
14124,RT @AidanGee1: How I feel playing flappy bird http://t.co/w3PrpiAhZQ,2,feel playing flappy bird,Neither
14125,RT @AirSimba9: &#128550;@Treslyon: Keyair angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are &#8230;,1,128550 keyair angel female party promoter party promoter hoe angel bitch 8230,Offensive
14126,RT @AirSimba9: &#8220;@Treslyon: Tell a hoe NO for the sanctity of your relationship we gotta stop fucking these woman&#8221;,1,8220 tell hoe sanctity relationship gotta stop fucking woman 8221,Offensive
14127,RT @Airjack3: RT @1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like,1,sqquad iont got type bad bitch thing like,Offensive
14128,RT @Airrogance: bitch i'm legal so i'm ridin round like rambo !,1,bitch legal ridin round like rambo,Offensive
14129,"RT @AishaMoodMills: Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; http://t.co/6TKLgUP2Wh ht&#8230;",2,fox news mock victim ray rice elevator assault 8216 think message take stair 8217 ht 8230,Neither
14130,RT @AjalaPilgrim: &#8220;@Selecta_kerry: So why everything u say ghetto u Hadda associate it with jordans &#128532;&#128530;&#128530;&#128530;&#128530;&#8221; isn't it obvious ?,1,8220 kerry everything say ghetto hadda associate jordan 128532 128530 128530 128530 128530 8221 obvious,Offensive
14131,RT @AlaysiaMichelle: I just wanna get filthy rich &amp; have a nice big house full of bad bitches that I could fuck anytime I want &#128540;,1,wanna get filthy rich nice big house full bad bitch could fuck anytime want 128540,Offensive
14132,RT @Alejvndrv: &#8220;@1ortiz1: Id rather be your niggah&#8221;,1,8220 id rather niggah 8221,Offensive
14133,"RT @AlexDavisRaps: ""Pacer"" is short for pussy",1,pacer shofor pussy,Offensive
14134,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.,1,fuck forgot wear belt feel like coon day,Offensive
14135,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;,2,rick scott refuse appear debate stage charlie crist illegal electronic fan via 8230,Neither
14136,RT @Alex_Alfarkh: I'm a pussy,1,alfarkh pussy,Offensive
14137,RT @Alex_Simonson: EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo http://t.co/uDKCfhBUIz,1,simonson everyone pray brother nothin wrong bitch lmaoo,Offensive
14138,RT @AlexaSchwerer: @Jennchesss you and me both! probably some ghetto piece of shit who has nothing better to do with their lives...,1,probably ghetto piece shit nothing better life,Offensive
14139,"RT @AlexiisStarr: #OccupySLU ""Ima fuck me a white bitch, slap her and choke her"" this is what is being said now livestream interview w/ #Fe&#8230;",1,occupyslu ima fuck white bitch slap choke said livestream interview w fe 8230,Offensive
14140,"RT @AlexisDiamond_: With his bitch ass , buut thaats bae kinda lol (:",1,bitch as buut thaats bae kinda lol,Offensive
14141,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.,0,1791 gee cracker racist term tired race baiters,Hate
14142,RT @AliAbunimah: The people of the ghetto are rising up and fighting back. Whose side are you on? #Gaza,2,people ghetto rising fighting back whose side gaza,Neither
14143,RT @AlienAum: Chance. Acid rapper. Soccer hackey-sacker. Cocky khaki jacket jacker. Slap happy faggot slapper.,1,chance acid rapper soccer hackey sacker cocky khaki jacket jacker slap happy faggot slapper,Offensive
14144,RT @AlissaOnelove: A nigga will talk down on a female with the same mouth he ate her pussy with..,1,nigga talk female mouth ate pussy,Offensive
14145,"RT @AliyahKorea: #Whiteculture thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",2,whiteculture thinking weave ratchet ghetto extension perfectly fine,Neither
14146,RT @AllFucksGiven_: @TrentonStewart them hoes was actin' up. You had to do it.,1,hoe actin,Offensive
14147,RT @AllHailTaron_: Bruh thank you I'm about to start cumming in these hoes just to scare them. http://t.co/cMCek4h6cv,1,bruh thank stacumming hoe scare,Offensive
14148,RT @AllHailTaron_: I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials. &#128184;&#128175; http://t.co/YURpX99Hdb,1,got deal low know hoe lonely fuck cuffing season special 128184 128175,Offensive
14149,RT @AllKnowA: We all know a bitch boy named Luke,1,know bitch boy named luke,Offensive
14150,RT @AllKnowA: We all know a bitch named Natalie,1,know bitch named natalie,Offensive
14151,"RT @Allan_Son: I got gatorades, Twinkies, rice puddings, Pringles, and cookies &#128525;&#128555;",2,son got gatorades twinkie rice pudding pringles cooky 128525 128555,Neither
14152,RT @Alleycelestine: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221;!!! Yessssss,2,8220 kissin small lip trash lol 8221 yes,Neither
14153,RT @AlliePeralta: &#8220;@pushaxrocca: smh http://t.co/MCeh9G6rmu&#8221; hoes like this are fucking it up for actual loyal girls smh.,1,8220 smh hoe like fucking actual loyal girl smh,Offensive
14154,RT @AllyMarshalll: Good riddance bitches &#128079;&#9996;&#128075; http://t.co/deQBjLFtxz,1,good riddance bitch 128079 9996 128075,Offensive
14155,RT @AlmightyAlijah: Told yo bitch get on her knees I don't want no sex&#128526;&#128175;,1,told yo bitch get knee want sex 128526 128175,Offensive
14156,"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man",1,soft 128514 128514 128557 hoe dumb man,Offensive
14157,RT @AlmightyVinny_: Fucc hoes dats how I feel,1,fucc hoe dat feel,Offensive
14158,RT @AlmightyVinny_: I can tell you a freak bitch don't lie to me,1,tell freak bitch lie,Offensive
14159,"RT @AloneInMyOwnWar: Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r&#8230;",1,bitch always uploading pic famous couple simple shit like holding hand talkin bout want bitch 8230,Offensive
14160,RT @AlvarezJackee: I turn into a bitch real quick.,1,turn bitch real quick,Offensive
14161,RT @AlxJames10: I mean sometimes eating a carton of Double Stuf Oreos is your only option.,2,mean sometimes eating carton double stuf oreo option,Neither
14162,RT @Alyssamichh: @Tronkitty bad bitch&#128158;,1,bad bitch 128158,Offensive
14163,RT @AmEditing: You're responsible for the story inside you. Don't let self-doubt cripple your #creativity. #AmEditing #AmWriting #WriteTip,2,responsible story inside let self doubt cripple creativity amediting amwriting writetip,Neither
14164,RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;,2,parent phoenix say administrator made son wear pink fairy wing first day high school,Neither
14165,"RT @AmandaMarcotte: &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;",2,8220 men interrupt woman quibble irrelevant issue sole purpose derailing conversation 8221 sa 8230,Neither
14166,RT @AmandaNer: @royaltyclubvp yeah after she fed up jealous skinny bitches and became one herself.,1,yeah fed jealous skinny bitch became one,Offensive
14167,RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt,2,bad monkey amazingtiming,Neither
14168,"RT @Amazing_Trey3: Im done wasting my time, I'm just going cut a bitch off faster than I blink.",1,trey3 im done wasting time going cut bitch faster blink,Offensive
14169,RT @Ambeerrxoxo: I'll piss on a hoe,1,piss hoe,Offensive
14170,"RT @Amber_Raynexxx: Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&#8230;",1,raynexxx taking dad dinner watching nhl award sport bar dad bitch la king 8230,Offensive
14171,RT @AmberrrNicollle: Do loyal bad bitches exist? Because I want one,1,loyal bad bitch exist want one,Offensive
14172,RT @AmberrrNicollle: You tweet about how you're never good enough for a guy maybe it's because you're a hoe,1,tweet never good enough guy maybe hoe,Offensive
14173,RT @AmberrrNicollle: You're such a fake bitch hahaha,1,fake bitch hahaha,Offensive
14174,RT @Amoreshonta: &#8220;@WestDontCare: Big bird has spoken &#128514; http://t.co/TxCcy3XIEc&#8221;&#128514;&#128514;&#128514;&#128514;&#128553; I was weak then I &#128128;!,2,8220 big bird spoken 128514 weak 128128,Neither
14175,"RT @Amos_Louis: Broke hoes 3 words ""Out my face""",1,louis broke hoe 3 word face,Offensive
14176,RT @AmyRoseKathryn: Justice for British seagull spray-painted red by thugs! The bird won&#8217;t be able to fly anymore! http://t.co/8PyhwE4L8S h&#8230;,2,justice british seagull spray painted red thug bird 8217 able fly anymore h 8230,Neither
14177,"RT @Amys22Cents I need to hit the lottery yo, this work shit??? For the fucking birds!",1,need hit lottery yo work shit fucking bird,Offensive
14178,RT @AnAbsurdBird: I just realised my library books are overdue if anyone's looking for a bad bitch,1,realised library book overdue anyone looking bad bitch,Offensive
14179,RT @AnAbsurdBird: Of course the day I nip out with shit hair &amp; wearing my scruffy/but favourite stolen hoodie is the best time to bump into&#8230;,1,course day nip shit hair wearing scruffy favourite stolen hoodie best time bump 8230,Offensive
14180,RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture,2,cole like asian struggle squinty eye every picture,Neither
14181,RT @AnayaL8ter: I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb,1,sorry ya woman helping financially unless ya wife hoe dumb,Offensive
14182,RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN,1,took electric stim pussy eeek back 5 minute,Offensive
14183,RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;,2,charlie crist say ocare great ccot tcot teaparty pjnet independent htt 8230,Neither
14184,RT @Andrew_Jordan54: @WeilAnthony pussy.,1,jordan54 pussy,Offensive
14185,RT @AndrogyneAdvent: @verbally_abrupt y'all got all the gay hoes,1,abrupt got gay hoe,Offensive
14186,"RT @AndrogyneAdvent: The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches",1,thing houston austin gay 99 hoe wholesome bitch,Offensive
14187,RT @AndyMilonakis: I bet Beyonce's pussy tastes like a fresh caramel apple,1,bet beyonce pussy taste like fresh caramel apple,Offensive
14188,"RT @AndyMilonakis: You give these bitches the Amex once, they gonna act like a chilly snob and try to go get that cardigan",1,give bitch amex gonna act like chilly snob try go get cardigan,Offensive
14189,RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.,1,gotta weak bitch let couple tweet get character,Offensive
14190,RT @AngelGuapo23: @wigga32 can't dm wigga cause I can't even get a follow back &#128528;,1,dm wigga cause even get follow back 128528,Offensive
